dteday,cnt
2012-01-30,80
2012-01-30,225
2012-01-30,493
2012-01-30,198
2012-01-30,85
2012-01-30,99
2012-01-30,134
2012-01-30,132
2012-01-30,115
2012-01-30,138
2012-01-30,221
2012-01-30,438
2012-01-30,410
2012-01-30,306
2012-01-30,181
2012-01-30,162
2012-01-30,94
2012-01-30,52
2012-01-31,15
2012-01-31,8
2012-01-31,2
2012-01-31,2
2012-01-31,1
2012-01-31,22
2012-01-31,104
2012-01-31,279
2012-01-31,512
2012-01-31,261
2012-01-31,144
2012-01-31,139
2012-01-31,194
2012-01-31,198
2012-01-31,160
2012-01-31,177
2012-01-31,307
2012-01-31,559
2012-01-31,502
2012-01-31,328
2012-01-31,238
2012-01-31,165
2012-01-31,129
2012-01-31,63
2012-02-01,31
2012-02-01,4
2012-02-01,7
2012-02-01,3
2012-02-01,1
2012-02-01,18
2012-02-01,67
2012-02-01,208
2012-02-01,520
2012-02-01,276
2012-02-01,133
2012-02-01,143
2012-02-01,179
2012-02-01,186
2012-02-01,192
2012-02-01,194
2012-02-01,283
2012-02-01,539
2012-02-01,526
2012-02-01,335
2012-02-01,264
2012-02-01,233
2012-02-01,140
2012-02-01,97
2012-02-02,31
2012-02-02,17
2012-02-02,9
2012-02-02,2
2012-02-02,1
2012-02-02,19
2012-02-02,74
2012-02-02,205
2012-02-02,445
2012-02-02,228
2012-02-02,78
2012-02-02,105
2012-02-02,148
2012-02-02,137
2012-02-02,141
2012-02-02,174
2012-02-02,229
2012-02-02,450
2012-02-02,410
2012-02-02,327
2012-02-02,213
2012-02-02,148
2012-02-02,109
2012-02-02,61
2012-02-03,38
2012-02-03,22
2012-02-03,6
2012-02-03,4
2012-02-03,2
2012-02-03,17
2012-02-03,88
2012-02-03,226
2012-02-03,441
2012-02-03,270
2012-02-03,129
2012-02-03,164
2012-02-03,216
2012-02-03,198
2012-02-03,170
2012-02-03,216
2012-02-03,311
2012-02-03,488
2012-02-03,385
2012-02-03,267
2012-02-03,163
2012-02-03,134
2012-02-03,119
2012-02-03,77
2012-02-04,86
2012-02-04,43
2012-02-04,44
2012-02-04,18
2012-02-04,6
2012-02-04,4
2012-02-04,5
2012-02-04,28
2012-02-04,90
2012-02-04,157
2012-02-04,224
2012-02-04,270
2012-02-04,300
2012-02-04,302
2012-02-04,276
2012-02-04,305
2012-02-04,143
2012-02-04,67
2012-02-04,64
2012-02-04,80
2012-02-04,77
2012-02-04,78
2012-02-04,95
2012-02-04,70
2012-02-05,61
2012-02-05,51
2012-02-05,63
2012-02-05,17
2012-02-05,9
2012-02-05,4
2012-02-05,4
2012-02-05,16
2012-02-05,62
2012-02-05,92
2012-02-05,148
2012-02-05,182
2012-02-05,248
2012-02-05,274
2012-02-05,243
2012-02-05,272
2012-02-05,296
2012-02-05,306
2012-02-05,181
2012-02-05,69
2012-02-05,50
2012-02-05,66
2012-02-05,191
2012-02-05,42
2012-02-06,21
2012-02-06,6
2012-02-06,3
2012-02-06,2
2012-02-06,17
2012-02-06,72
2012-02-06,234
2012-02-06,444
2012-02-06,277
2012-02-06,116
2012-02-06,116
2012-02-06,150
2012-02-06,141
2012-02-06,140
2012-02-06,171
2012-02-06,228
2012-02-06,430
2012-02-06,437
2012-02-06,291
2012-02-06,201
2012-02-06,154
2012-02-06,87
2012-02-06,46
2012-02-07,23
2012-02-07,14
2012-02-07,4
2012-02-07,2
2012-02-07,3
2012-02-07,15
2012-02-07,100
2012-02-07,299
2012-02-07,529
2012-02-07,289
2012-02-07,116
2012-02-07,129
2012-02-07,172
2012-02-07,184
2012-02-07,138
2012-02-07,146
2012-02-07,276
2012-02-07,509
2012-02-07,518
2012-02-07,338
2012-02-07,212
2012-02-07,190
2012-02-07,118
2012-02-07,51
2012-02-08,23
2012-02-08,10
2012-02-08,1
2012-02-08,1
2012-02-08,1
2012-02-08,20
2012-02-08,98
2012-02-08,281
2012-02-08,508
2012-02-08,253
2012-02-08,108
2012-02-08,102
2012-02-08,138
2012-02-08,126
2012-02-08,108
2012-02-08,54
2012-02-08,75
2012-02-08,155
2012-02-08,167
2012-02-08,161
2012-02-08,125
2012-02-08,129
2012-02-08,98
2012-02-08,60
2012-02-09,26
2012-02-09,12
2012-02-09,2
2012-02-09,4
2012-02-09,1
2012-02-09,18
2012-02-09,76
2012-02-09,267
2012-02-09,484
2012-02-09,238
2012-02-09,97
2012-02-09,99
2012-02-09,158
2012-02-09,154
2012-02-09,144
2012-02-09,134
2012-02-09,238
2012-02-09,399
2012-02-09,417
2012-02-09,295
2012-02-09,199
2012-02-09,177
2012-02-09,107
2012-02-09,84
2012-02-10,43
2012-02-10,13
2012-02-10,16
2012-02-10,5
2012-02-10,2
2012-02-10,17
2012-02-10,64
2012-02-10,230
2012-02-10,448
2012-02-10,275
2012-02-10,124
2012-02-10,153
2012-02-10,176
2012-02-10,192
2012-02-10,146
2012-02-10,191
2012-02-10,268
2012-02-10,396
2012-02-10,359
2012-02-10,262
2012-02-10,151
2012-02-10,122
2012-02-10,113
2012-02-10,65
2012-02-11,53
2012-02-11,45
2012-02-11,26
2012-02-11,9
2012-02-11,4
2012-02-11,2
2012-02-11,9
2012-02-11,19
2012-02-11,78
2012-02-11,90
2012-02-11,166
2012-02-11,183
2012-02-11,221
2012-02-11,235
2012-02-11,243
2012-02-11,124
2012-02-11,146
2012-02-11,144
2012-02-11,108
2012-02-11,87
2012-02-11,63
2012-02-11,48
2012-02-11,46
2012-02-11,20
2012-02-12,21
2012-02-12,24
2012-02-12,27
2012-02-12,14
2012-02-12,1
2012-02-12,3
2012-02-12,2
2012-02-12,18
2012-02-12,26
2012-02-12,63
2012-02-12,91
2012-02-12,124
2012-02-12,140
2012-02-12,138
2012-02-12,111
2012-02-12,155
2012-02-12,164
2012-02-12,87
2012-02-12,96
2012-02-12,80
2012-02-12,57
2012-02-12,36
2012-02-12,28
2012-02-12,23
2012-02-13,9
2012-02-13,6
2012-02-13,4
2012-02-13,1
2012-02-13,2
2012-02-13,17
2012-02-13,72
2012-02-13,195
2012-02-13,417
2012-02-13,205
2012-02-13,71
2012-02-13,90
2012-02-13,118
2012-02-13,140
2012-02-13,135
2012-02-13,155
2012-02-13,211
2012-02-13,407
2012-02-13,405
2012-02-13,263
2012-02-13,214
2012-02-13,147
2012-02-13,102
2012-02-13,36
2012-02-14,14
2012-02-14,6
2012-02-14,3
2012-02-14,3
2012-02-14,2
2012-02-14,22
2012-02-14,90
2012-02-14,280
2012-02-14,513
2012-02-14,262
2012-02-14,98
2012-02-14,112
2012-02-14,172
2012-02-14,173
2012-02-14,124
2012-02-14,145
2012-02-14,266
2012-02-14,523
2012-02-14,406
2012-02-14,281
2012-02-14,184
2012-02-14,109
2012-02-14,77
2012-02-14,57
2012-02-15,22
2012-02-15,5
2012-02-15,4
2012-02-15,3
2012-02-15,1
2012-02-15,25
2012-02-15,95
2012-02-15,321
2012-02-15,515
2012-02-15,231
2012-02-15,120
2012-02-15,138
2012-02-15,163
2012-02-15,170
2012-02-15,134
2012-02-15,171
2012-02-15,231
2012-02-15,487
2012-02-15,468
2012-02-15,311
2012-02-15,211
2012-02-15,178
2012-02-15,107
2012-02-15,58
2012-02-16,23
2012-02-16,5
2012-02-16,7
2012-02-16,1
2012-02-16,3
2012-02-16,20
2012-02-16,87
2012-02-16,288
2012-02-16,498
2012-02-16,202
2012-02-16,44
2012-02-16,71
2012-02-16,45
2012-02-16,64
2012-02-16,31
2012-02-16,53
2012-02-16,118
2012-02-16,289
2012-02-16,353
2012-02-16,258
2012-02-16,216
2012-02-16,145
2012-02-16,111
2012-02-16,73
2012-02-17,34
2012-02-17,18
2012-02-17,12
2012-02-17,1
2012-02-17,1
2012-02-17,16
2012-02-17,71
2012-02-17,226
2012-02-17,520
2012-02-17,283
2012-02-17,116
2012-02-17,142
2012-02-17,198
2012-02-17,205
2012-02-17,170
2012-02-17,221
2012-02-17,307
2012-02-17,465
2012-02-17,377
2012-02-17,282
2012-02-17,171
2012-02-17,129
2012-02-17,107
2012-02-17,82
2012-02-18,86
2012-02-18,45
2012-02-18,45
2012-02-18,18
2012-02-18,7
2012-02-18,1
2012-02-18,9
2012-02-18,41
2012-02-18,102
2012-02-18,138
2012-02-18,205
2012-02-18,286
2012-02-18,369
2012-02-18,384
2012-02-18,427
2012-02-18,499
2012-02-18,404
2012-02-18,364
2012-02-18,246
2012-02-18,188
2012-02-18,148
2012-02-18,114
2012-02-18,118
2012-02-18,74
2012-02-19,74
2012-02-19,72
2012-02-19,48
2012-02-19,15
2012-02-19,3
2012-02-19,2
2012-02-19,5
2012-02-19,14
2012-02-19,56
2012-02-19,93
2012-02-19,191
2012-02-19,226
2012-02-19,255
2012-02-19,261
2012-02-19,237
2012-02-19,253
2012-02-19,212
2012-02-19,157
2012-02-19,167
2012-02-19,119
2012-02-19,103
2012-02-19,36
2012-02-19,55
2012-02-19,35
2012-02-20,41
2012-02-20,15
2012-02-20,20
2012-02-20,8
2012-02-20,6
2012-02-20,10
2012-02-20,44
2012-02-20,120
2012-02-20,110
2012-02-20,143
2012-02-20,208
2012-02-20,281
2012-02-20,312
2012-02-20,263
2012-02-20,289
2012-02-20,280
2012-02-20,253
2012-02-20,242
2012-02-20,172
2012-02-20,126
2012-02-20,98
2012-02-20,62
2012-02-20,26
2012-02-21,12
2012-02-21,7
2012-02-21,3
2012-02-21,2
2012-02-21,15
2012-02-21,86
2012-02-21,279
2012-02-21,464
2012-02-21,217
2012-02-21,85
2012-02-21,86
2012-02-21,163
2012-02-21,131
2012-02-21,124
2012-02-21,160
2012-02-21,254
2012-02-21,432
2012-02-21,425
2012-02-21,304
2012-02-21,227
2012-02-21,154
2012-02-21,100
2012-02-21,47
2012-02-22,24
2012-02-22,7
2012-02-22,6
2012-02-22,4
2012-02-22,2
2012-02-22,30
2012-02-22,90
2012-02-22,302
2012-02-22,576
2012-02-22,252
2012-02-22,139
2012-02-22,171
2012-02-22,207
2012-02-22,190
2012-02-22,177
2012-02-22,195
2012-02-22,298
2012-02-22,529
2012-02-22,525
2012-02-22,327
2012-02-22,274
2012-02-22,239
2012-02-22,147
2012-02-22,62
2012-02-23,42
2012-02-23,15
2012-02-23,9
2012-02-23,6
2012-02-23,1
2012-02-23,32
2012-02-23,91
2012-02-23,326
2012-02-23,560
2012-02-23,242
2012-02-23,148
2012-02-23,182
2012-02-23,224
2012-02-23,218
2012-02-23,192
2012-02-23,217
2012-02-23,343
2012-02-23,610
2012-02-23,522
2012-02-23,369
2012-02-23,269
2012-02-23,222
2012-02-23,137
2012-02-23,85
2012-02-24,46
2012-02-24,18
2012-02-24,5
2012-02-24,5
2012-02-24,2
2012-02-24,26
2012-02-24,82
2012-02-24,272
2012-02-24,469
2012-02-24,244
2012-02-24,141
2012-02-24,163
2012-02-24,228
2012-02-24,183
2012-02-24,31
2012-02-24,94
2012-02-24,178
2012-02-24,256
2012-02-24,300
2012-02-24,233
2012-02-24,167
2012-02-24,152
2012-02-24,106
2012-02-24,86
2012-02-25,61
2012-02-25,46
2012-02-25,38
2012-02-25,7
2012-02-25,2
2012-02-25,3
2012-02-25,13
2012-02-25,23
2012-02-25,93
2012-02-25,122
2012-02-25,183
2012-02-25,210
2012-02-25,258
2012-02-25,226
2012-02-25,216
2012-02-25,232
2012-02-25,195
2012-02-25,159
2012-02-25,133
2012-02-25,149
2012-02-25,105
2012-02-25,85
2012-02-25,82
2012-02-25,91
2012-02-26,70
2012-02-26,55
2012-02-26,42
2012-02-26,21
2012-02-26,6
2012-02-26,5
2012-02-26,2
2012-02-26,22
2012-02-26,59
2012-02-26,87
2012-02-26,188
2012-02-26,227
2012-02-26,305
2012-02-26,325
2012-02-26,331
2012-02-26,353
2012-02-26,339
2012-02-26,287
2012-02-26,216
2012-02-26,143
2012-02-26,88
2012-02-26,83
2012-02-26,71
2012-02-26,64
2012-02-27,29
2012-02-27,6
2012-02-27,4
2012-02-27,2
2012-02-27,1
2012-02-27,16
2012-02-27,90
2012-02-27,280
2012-02-27,528
2012-02-27,230
2012-02-27,104
2012-02-27,103
2012-02-27,177
2012-02-27,182
2012-02-27,158
2012-02-27,174
2012-02-27,286
2012-02-27,529
2012-02-27,527
2012-02-27,334
2012-02-27,219
2012-02-27,195
2012-02-27,92
2012-02-27,56
2012-02-28,10
2012-02-28,6
2012-02-28,3
2012-02-28,6
2012-02-28,2
2012-02-28,21
2012-02-28,101
2012-02-28,325
2012-02-28,559
2012-02-28,232
2012-02-28,132
2012-02-28,163
2012-02-28,183
2012-02-28,190
2012-02-28,134
2012-02-28,166
2012-02-28,287
2012-02-28,530
2012-02-28,449
2012-02-28,306
2012-02-28,204
2012-02-28,188
2012-02-28,101
2012-02-28,65
2012-02-29,32
2012-02-29,6
2012-02-29,4
2012-02-29,2
2012-02-29,29
2012-02-29,104
2012-02-29,253
2012-02-29,116
2012-02-29,38
2012-02-29,10
2012-02-29,10
2012-02-29,70
2012-02-29,76
2012-02-29,56
2012-02-29,90
2012-02-29,167
2012-02-29,253
2012-02-29,192
2012-02-29,102
2012-02-29,97
2012-02-29,39
2012-02-29,55
2012-02-29,33
2012-03-01,11
2012-03-01,12
2012-03-01,6
2012-03-01,3
2012-03-01,5
2012-03-01,18
2012-03-01,109
2012-03-01,304
2012-03-01,594
2012-03-01,286
2012-03-01,133
2012-03-01,168
2012-03-01,220
2012-03-01,211
2012-03-01,211
2012-03-01,223
2012-03-01,361
2012-03-01,600
2012-03-01,525
2012-03-01,328
2012-03-01,254
2012-03-01,197
2012-03-01,126
2012-03-01,85
2012-03-02,46
2012-03-02,20
2012-03-02,6
2012-03-02,3
2012-03-02,2
2012-03-02,24
2012-03-02,92
2012-03-02,262
2012-03-02,549
2012-03-02,314
2012-03-02,132
2012-03-02,194
2012-03-02,234
2012-03-02,222
2012-03-02,205
2012-03-02,78
2012-03-02,50
2012-03-02,128
2012-03-02,160
2012-03-02,174
2012-03-02,100
2012-03-02,101
2012-03-02,75
2012-03-02,23
2012-03-03,22
2012-03-03,44
2012-03-03,38
2012-03-03,21
2012-03-03,2
2012-03-03,2
2012-03-03,7
2012-03-03,16
2012-03-03,48
2012-03-03,94
2012-03-03,168
2012-03-03,214
2012-03-03,299
2012-03-03,339
2012-03-03,430
2012-03-03,399
2012-03-03,467
2012-03-03,385
2012-03-03,303
2012-03-03,225
2012-03-03,149
2012-03-03,154
2012-03-03,134
2012-03-03,106
2012-03-04,72
2012-03-04,76
2012-03-04,80
2012-03-04,26
2012-03-04,14
2012-03-04,5
2012-03-04,5
2012-03-04,23
2012-03-04,66
2012-03-04,118
2012-03-04,192
2012-03-04,256
2012-03-04,327
2012-03-04,364
2012-03-04,332
2012-03-04,334
2012-03-04,299
2012-03-04,263
2012-03-04,184
2012-03-04,132
2012-03-04,88
2012-03-04,79
2012-03-04,62
2012-03-04,26
2012-03-05,17
2012-03-05,6
2012-03-05,4
2012-03-05,1
2012-03-05,1
2012-03-05,18
2012-03-05,91
2012-03-05,260
2012-03-05,428
2012-03-05,197
2012-03-05,86
2012-03-05,103
2012-03-05,137
2012-03-05,120
2012-03-05,128
2012-03-05,130
2012-03-05,210
2012-03-05,387
2012-03-05,375
2012-03-05,226
2012-03-05,179
2012-03-05,120
2012-03-05,78
2012-03-05,31
2012-03-06,8
2012-03-06,6
2012-03-06,4
2012-03-06,1
2012-03-06,3
2012-03-06,25
2012-03-06,102
2012-03-06,275
2012-03-06,501
2012-03-06,233
2012-03-06,129
2012-03-06,130
2012-03-06,138
2012-03-06,164
2012-03-06,136
2012-03-06,166
2012-03-06,250
2012-03-06,446
2012-03-06,457
2012-03-06,287
2012-03-06,187
2012-03-06,148
2012-03-06,106
2012-03-06,54
2012-03-07,15
2012-03-07,5
2012-03-07,4
2012-03-07,3
2012-03-07,3
2012-03-07,18
2012-03-07,108
2012-03-07,344
2012-03-07,566
2012-03-07,264
2012-03-07,147
2012-03-07,161
2012-03-07,215
2012-03-07,205
2012-03-07,175
2012-03-07,209
2012-03-07,288
2012-03-07,612
2012-03-07,544
2012-03-07,361
2012-03-07,260
2012-03-07,188
2012-03-07,159
2012-03-07,62
2012-03-08,46
2012-03-08,21
2012-03-08,11
2012-03-08,3
2012-03-08,2
2012-03-08,29
2012-03-08,109
2012-03-08,334
2012-03-08,585
2012-03-08,301
2012-03-08,138
2012-03-08,204
2012-03-08,251
2012-03-08,233
2012-03-08,203
2012-03-08,185
2012-03-08,342
2012-03-08,597
2012-03-08,590
2012-03-08,416
2012-03-08,302
2012-03-08,233
2012-03-08,153
2012-03-08,94
2012-03-09,54
2012-03-09,26
2012-03-09,11
2012-03-09,7
2012-03-09,1
2012-03-09,29
2012-03-09,85
2012-03-09,268
2012-03-09,501
2012-03-09,284
2012-03-09,159
2012-03-09,187
2012-03-09,201
2012-03-09,224
2012-03-09,178
2012-03-09,238
2012-03-09,343
2012-03-09,566
2012-03-09,470
2012-03-09,244
2012-03-09,159
2012-03-09,141
2012-03-09,107
2012-03-09,86
2012-03-10,77
2012-03-10,51
2012-03-10,42
2012-03-10,16
2012-03-10,4
2012-03-10,10
2012-03-10,12
2012-03-10,40
2012-03-10,111
2012-03-10,148
2012-03-10,223
2012-03-10,274
2012-03-10,329
2012-03-10,357
2012-03-10,379
2012-03-10,406
2012-03-10,390
2012-03-10,354
2012-03-10,297
2012-03-10,184
2012-03-10,121
2012-03-10,110
2012-03-10,100
2012-03-10,83
2012-03-11,69
2012-03-11,61
2012-03-11,66
2012-03-11,22
2012-03-11,7
2012-03-11,10
2012-03-11,17
2012-03-11,72
2012-03-11,90
2012-03-11,218
2012-03-11,299
2012-03-11,410
2012-03-11,464
2012-03-11,501
2012-03-11,487
2012-03-11,509
2012-03-11,498
2012-03-11,389
2012-03-11,258
2012-03-11,171
2012-03-11,147
2012-03-11,94
2012-03-11,52
2012-03-12,24
2012-03-12,10
2012-03-12,9
2012-03-12,2
2012-03-12,3
2012-03-12,16
2012-03-12,88
2012-03-12,268
2012-03-12,564
2012-03-12,281
2012-03-12,137
2012-03-12,150
2012-03-12,221
2012-03-12,250
2012-03-12,221
2012-03-12,233
2012-03-12,332
2012-03-12,644
2012-03-12,712
2012-03-12,446
2012-03-12,286
2012-03-12,205
2012-03-12,133
2012-03-12,63
2012-03-13,26
2012-03-13,16
2012-03-13,1
2012-03-13,2
2012-03-13,1
2012-03-13,24
2012-03-13,113
2012-03-13,308
2012-03-13,593
2012-03-13,342
2012-03-13,143
2012-03-13,219
2012-03-13,244
2012-03-13,233
2012-03-13,212
2012-03-13,264
2012-03-13,365
2012-03-13,676
2012-03-13,734
2012-03-13,479
2012-03-13,351
2012-03-13,244
2012-03-13,170
2012-03-13,87
2012-03-14,39
2012-03-14,27
2012-03-14,2
2012-03-14,4
2012-03-14,5
2012-03-14,27
2012-03-14,121
2012-03-14,368
2012-03-14,662
2012-03-14,351
2012-03-14,188
2012-03-14,220
2012-03-14,267
2012-03-14,254
2012-03-14,224
2012-03-14,283
2012-03-14,356
2012-03-14,782
2012-03-14,749
2012-03-14,472
2012-03-14,330
2012-03-14,288
2012-03-14,202
2012-03-14,91
2012-03-15,60
2012-03-15,23
2012-03-15,19
2012-03-15,7
2012-03-15,14
2012-03-15,26
2012-03-15,117
2012-03-15,381
2012-03-15,623
2012-03-15,315
2012-03-15,164
2012-03-15,211
2012-03-15,265
2012-03-15,273
2012-03-15,258
2012-03-15,287
2012-03-15,426
2012-03-15,713
2012-03-15,746
2012-03-15,425
2012-03-15,330
2012-03-15,243
2012-03-15,169
2012-03-15,97
2012-03-16,57
2012-03-16,26
2012-03-16,4
2012-03-16,3
2012-03-16,3
2012-03-16,32
2012-03-16,99
2012-03-16,278
2012-03-16,562
2012-03-16,312
2012-03-16,180
2012-03-16,207
2012-03-16,294
2012-03-16,260
2012-03-16,202
2012-03-16,107
2012-03-16,129
2012-03-16,258
2012-03-16,408
2012-03-16,296
2012-03-16,235
2012-03-16,152
2012-03-16,148
2012-03-16,126
2012-03-17,100
2012-03-17,69
2012-03-17,42
2012-03-17,26
2012-03-17,2
2012-03-17,8
2012-03-17,30
2012-03-17,86
2012-03-17,218
2012-03-17,321
2012-03-17,443
2012-03-17,585
2012-03-17,651
2012-03-17,686
2012-03-17,690
2012-03-17,679
2012-03-17,685
2012-03-17,648
2012-03-17,560
2012-03-17,417
2012-03-17,271
2012-03-17,223
2012-03-17,211
2012-03-17,185
2012-03-18,107
2012-03-18,113
2012-03-18,56
2012-03-18,18
2012-03-18,14
2012-03-18,6
2012-03-18,11
2012-03-18,42
2012-03-18,96
2012-03-18,178
2012-03-18,351
2012-03-18,368
2012-03-18,503
2012-03-18,544
2012-03-18,521
2012-03-18,554
2012-03-18,541
2012-03-18,541
2012-03-18,459
2012-03-18,352
2012-03-18,198
2012-03-18,173
2012-03-18,100
2012-03-18,46
2012-03-19,23
2012-03-19,15
2012-03-19,8
2012-03-19,2
2012-03-19,3
2012-03-19,31
2012-03-19,120
2012-03-19,354
2012-03-19,579
2012-03-19,331
2012-03-19,184
2012-03-19,201
2012-03-19,282
2012-03-19,263
2012-03-19,260
2012-03-19,286
2012-03-19,385
2012-03-19,721
2012-03-19,801
2012-03-19,549
2012-03-19,330
2012-03-19,223
2012-03-19,148
2012-03-19,54
2012-03-20,29
2012-03-20,15
2012-03-20,10
2012-03-20,3
2012-03-20,6
2012-03-20,20
2012-03-20,100
2012-03-20,170
2012-03-20,516
2012-03-20,325
2012-03-20,163
2012-03-20,230
2012-03-20,261
2012-03-20,284
2012-03-20,248
2012-03-20,244
2012-03-20,431
2012-03-20,750
2012-03-20,801
2012-03-20,555
2012-03-20,377
2012-03-20,277
2012-03-20,188
2012-03-20,90
2012-03-21,33
2012-03-21,26
2012-03-21,10
2012-03-21,8
2012-03-21,4
2012-03-21,39
2012-03-21,149
2012-03-21,372
2012-03-21,535
2012-03-21,293
2012-03-21,154
2012-03-21,192
2012-03-21,229
2012-03-21,303
2012-03-21,225
2012-03-21,243
2012-03-21,378
2012-03-21,729
2012-03-21,779
2012-03-21,582
2012-03-21,374
2012-03-21,251
2012-03-21,197
2012-03-21,125
2012-03-22,41
2012-03-22,30
2012-03-22,6
2012-03-22,7
2012-03-22,6
2012-03-22,34
2012-03-22,136
2012-03-22,361
2012-03-22,649
2012-03-22,318
2012-03-22,142
2012-03-22,219
2012-03-22,272
2012-03-22,298
2012-03-22,257
2012-03-22,304
2012-03-22,425
2012-03-22,810
2012-03-22,801
2012-03-22,586
2012-03-22,424
2012-03-22,374
2012-03-22,220
2012-03-22,151
2012-03-23,95
2012-03-23,50
2012-03-23,32
2012-03-23,10
2012-03-23,3
2012-03-23,34
2012-03-23,116
2012-03-23,346
2012-03-23,662
2012-03-23,380
2012-03-23,275
2012-03-23,318
2012-03-23,471
2012-03-23,428
2012-03-23,432
2012-03-23,472
2012-03-23,589
2012-03-23,957
2012-03-23,830
2012-03-23,686
2012-03-23,445
2012-03-23,284
2012-03-23,271
2012-03-23,176
2012-03-24,156
2012-03-24,128
2012-03-24,69
2012-03-24,32
2012-03-24,7
2012-03-24,4
2012-03-24,28
2012-03-24,70
2012-03-24,154
2012-03-24,249
2012-03-24,345
2012-03-24,273
2012-03-24,183
2012-03-24,196
2012-03-24,223
2012-03-24,290
2012-03-24,177
2012-03-24,115
2012-03-24,137
2012-03-24,133
2012-03-24,111
2012-03-24,104
2012-03-24,83
2012-03-24,105
2012-03-25,80
2012-03-25,89
2012-03-25,35
2012-03-25,18
2012-03-25,8
2012-03-25,6
2012-03-25,18
2012-03-25,39
2012-03-25,89
2012-03-25,118
2012-03-25,250
2012-03-25,323
2012-03-25,360
2012-03-25,367
2012-03-25,414
2012-03-25,421
2012-03-25,492
2012-03-25,419
2012-03-25,491
2012-03-25,375
2012-03-25,259
2012-03-25,149
2012-03-25,111
2012-03-25,65
2012-03-26,33
2012-03-26,28
2012-03-26,20
2012-03-26,1
2012-03-26,4
2012-03-26,36
2012-03-26,117
2012-03-26,370
2012-03-26,657
2012-03-26,282
2012-03-26,153
2012-03-26,178
2012-03-26,279
2012-03-26,301
2012-03-26,217
2012-03-26,223
2012-03-26,305
2012-03-26,664
2012-03-26,684
2012-03-26,458
2012-03-26,221
2012-03-26,186
2012-03-26,93
2012-03-26,48
2012-03-27,10
2012-03-27,5
2012-03-27,7
2012-03-27,4
2012-03-27,3
2012-03-27,17
2012-03-27,101
2012-03-27,286
2012-03-27,581
2012-03-27,267
2012-03-27,138
2012-03-27,175
2012-03-27,220
2012-03-27,211
2012-03-27,184
2012-03-27,200
2012-03-27,305
2012-03-27,614
2012-03-27,644
2012-03-27,417
2012-03-27,294
2012-03-27,221
2012-03-27,134
2012-03-27,64
2012-03-28,30
2012-03-28,8
2012-03-28,3
2012-03-28,5
2012-03-28,1
2012-03-28,40
2012-03-28,115
2012-03-28,358
2012-03-28,658
2012-03-28,314
2012-03-28,173
2012-03-28,222
2012-03-28,268
2012-03-28,273
2012-03-28,221
2012-03-28,199
2012-03-28,221
2012-03-28,604
2012-03-28,641
2012-03-28,456
2012-03-28,362
2012-03-28,261
2012-03-28,172
2012-03-28,93
2012-03-29,48
2012-03-29,33
2012-03-29,6
2012-03-29,5
2012-03-29,9
2012-03-29,32
2012-03-29,117
2012-03-29,367
2012-03-29,654
2012-03-29,321
2012-03-29,166
2012-03-29,220
2012-03-29,292
2012-03-29,273
2012-03-29,238
2012-03-29,307
2012-03-29,388
2012-03-29,703
2012-03-29,681
2012-03-29,468
2012-03-29,335
2012-03-29,224
2012-03-29,152
2012-03-29,94
2012-03-30,59
2012-03-30,27
2012-03-30,7
2012-03-30,7
2012-03-30,2
2012-03-30,26
2012-03-30,86
2012-03-30,289
2012-03-30,593
2012-03-30,321
2012-03-30,187
2012-03-30,201
2012-03-30,270
2012-03-30,242
2012-03-30,229
2012-03-30,280
2012-03-30,367
2012-03-30,606
2012-03-30,560
2012-03-30,395
2012-03-30,209
2012-03-30,220
2012-03-30,153
2012-03-30,123
2012-03-31,92
2012-03-31,82
2012-03-31,69
2012-03-31,31
2012-03-31,8
2012-03-31,5
2012-03-31,23
2012-03-31,44
2012-03-31,145
2012-03-31,223
2012-03-31,313
2012-03-31,463
2012-03-31,621
2012-03-31,638
2012-03-31,551
2012-03-31,605
2012-03-31,535
2012-03-31,543
2012-03-31,341
2012-03-31,284
2012-03-31,208
2012-03-31,143
2012-03-31,156
2012-03-31,112
2012-04-01,67
2012-04-01,62
2012-04-01,81
2012-04-01,25
2012-04-01,12
2012-04-01,18
2012-04-01,97
2012-04-01,84
2012-04-01,125
2012-04-01,275
2012-04-01,360
2012-04-01,451
2012-04-01,445
2012-04-01,464
2012-04-01,561
2012-04-01,573
2012-04-01,511
2012-04-01,555
2012-04-01,432
2012-04-01,346
2012-04-01,232
2012-04-01,134
2012-04-01,68
2012-04-01,63
2012-04-02,17
2012-04-02,5
2012-04-02,5
2012-04-02,4
2012-04-02,24
2012-04-02,110
2012-04-02,306
2012-04-02,589
2012-04-02,317
2012-04-02,204
2012-04-02,209
2012-04-02,281
2012-04-02,281
2012-04-02,268
2012-04-02,324
2012-04-02,395
2012-04-02,729
2012-04-02,618
2012-04-02,494
2012-04-02,329
2012-04-02,238
2012-04-02,123
2012-04-02,66
2012-04-03,33
2012-04-03,11
2012-04-03,5
2012-04-03,3
2012-04-03,1
2012-04-03,27
2012-04-03,100
2012-04-03,341
2012-04-03,604
2012-04-03,408
2012-04-03,219
2012-04-03,258
2012-04-03,331
2012-04-03,345
2012-04-03,311
2012-04-03,316
2012-04-03,485
2012-04-03,757
2012-04-03,800
2012-04-03,558
2012-04-03,379
2012-04-03,243
2012-04-03,158
2012-04-03,79
2012-04-04,41
2012-04-04,11
2012-04-04,5
2012-04-04,3
2012-04-04,1
2012-04-04,27
